ID,figure,size,color,rotation_angle,center_x,center_y
10625,square,12,#00FF00,79,-1,-2
10626,circle,10,#00FFFF,0,-4,-3
10627,hexagon,10,#008000,32,-3,-1
10628,square,6,#FF00FF,76,-10,6
10629,pentagon,10,#0000FF,35,-3,5
10630,pentagon,14,#FF0000,52,-1,-2
10631,hexagon,8,#800080,2,-2,3
10632,pentagon,9,#FFA500,46,5,-4
10633,circle,14,#0000FF,0,0,1
10634,circle,10,#FF00FF,0,1,1
10635,square,14,#FF0000,73,1,0
10636,triangle,10,#00FF00,34,5,-3
10637,triangle,13,#FF00FF,32,1,1
10638,triangle,8,#008000,63,1,-6
10639,triangle,5,#FFFF00,107,7,-6
10640,hexagon,6,#00FFFF,53,0,-5
10641,square,8,#0000FF,67,3,-8
10642,pentagon,13,#000000,63,0,2
10643,hexagon,14,#FFFF00,50,-2,-1
10644,circle,10,#000000,0,3,-4
10645,square,13,#FF00FF,25,0,2
10646,pentagon,6,#00FFFF,35,-8,-3
10647,circle,6,#00FF00,0,-1,8
10648,circle,14,#00FF00,0,-1,-2
10649,pentagon,10,#0000FF,13,-1,-1
10650,triangle,8,#FFFF00,11,2,-8
10651,circle,14,#0000FF,0,-2,0
10652,triangle,11,#FFFF00,79,4,-1
10653,circle,5,#800080,0,-9,-7
10654,square,13,#FFFF00,9,-3,-2
10655,circle,14,#800080,0,0,-2
10656,square,10,#800080,79,-3,4
10657,pentagon,8,#FFA500,47,-6,-8
10658,pentagon,6,#00FF00,43,9,-3
10659,square,7,#00FF00,64,-9,-7
10660,triangle,9,#00FFFF,37,-1,4
10661,hexagon,12,#FFFF00,49,1,-3
10662,pentagon,10,#00FF00,13,5,5
10663,triangle,6,#00FF00,89,0,-10
10664,triangle,5,#00FF00,87,8,-3
10665,pentagon,13,#FFA500,34,2,2
10666,circle,8,#0000FF,0,2,-6
10667,pentagon,12,#FF00FF,62,1,-2
10668,square,6,#FF0000,16,-1,-8
10669,square,14,#FF00FF,1,1,1
10670,hexagon,9,#FF0000,17,-3,0
10671,circle,11,#008000,0,-5,-4
10672,pentagon,5,#00FFFF,60,4,7
10673,hexagon,10,#00FF00,20,2,-4
10674,pentagon,15,#FFFF00,45,0,-1
10675,triangle,15,#008000,110,0,0
10676,square,13,#000000,81,-3,-2
10677,circle,12,#FF00FF,0,-1,-2
10678,triangle,6,#00FFFF,100,8,6
10679,triangle,8,#0000FF,72,5,6
10680,square,9,#800080,1,-3,3
10681,circle,6,#FF0000,0,0,4
10682,pentagon,7,#008000,16,2,-6
10683,circle,12,#00FF00,0,-4,1
10684,pentagon,8,#000000,55,-4,-3
10685,triangle,15,#0000FF,53,0,0
10686,square,9,#00FF00,63,-3,-5
10687,triangle,8,#800080,21,-1,2
10688,triangle,9,#800080,27,-5,-6
10689,triangle,14,#00FF00,80,-2,-1
10690,circle,11,#800080,0,0,1
10691,square,10,#FFFF00,22,3,-5
10692,hexagon,12,#800080,31,2,0
10693,square,6,#0000FF,26,-7,-2
10694,hexagon,14,#FF00FF,5,1,-2
10695,pentagon,6,#800080,56,-4,-3
10696,pentagon,7,#800080,53,6,7
10697,hexagon,7,#0000FF,47,7,7
10698,pentagon,12,#FF00FF,64,2,2
10699,triangle,9,#800080,47,5,-6
10700,hexagon,12,#00FF00,17,-3,0
10701,square,6,#FF00FF,69,0,-3
10702,triangle,13,#FFA500,0,1,1
10703,pentagon,5,#008000,62,8,10
10704,circle,5,#FFFF00,0,7,7
10705,hexagon,15,#FFA500,56,0,0
10706,hexagon,6,#FFFF00,34,9,-1
10707,triangle,15,#00FFFF,67,0,0
10708,triangle,12,#008000,93,-2,-4
10709,square,6,#00FF00,19,0,-8
10710,square,9,#00FF00,9,4,-2
10711,hexagon,5,#FF0000,0,0,4
10712,square,8,#FFA500,41,5,-1
10713,square,11,#FFA500,7,0,-3
10714,pentagon,13,#FFFF00,30,-3,0
10715,square,5,#00FFFF,40,-6,5
10716,hexagon,11,#008000,44,2,-5
10717,hexagon,6,#FF00FF,55,-4,-7
10718,square,6,#000000,70,-1,-9
10719,triangle,10,#FF00FF,62,-3,5
10720,pentagon,15,#00FFFF,37,-1,-1
10721,triangle,11,#FFFF00,22,-1,-5
10722,pentagon,14,#00FFFF,22,0,-1
10723,square,12,#0000FF,74,0,3
10724,triangle,13,#000000,90,-1,0
10725,pentagon,12,#FF0000,5,-2,1
10726,pentagon,12,#0000FF,32,3,-2
10727,pentagon,8,#0000FF,17,4,0
10728,triangle,9,#00FF00,57,3,0
10729,circle,15,#00FF00,0,0,0
10730,circle,6,#800080,0,-4,7
10731,pentagon,8,#000000,35,-2,-4
10732,triangle,11,#FFA500,113,-5,-3
10733,hexagon,14,#800080,54,-2,0
10734,hexagon,9,#800080,15,2,-7
10735,pentagon,11,#FFA500,2,-5,-1
10736,square,13,#FF00FF,61,-2,2
10737,pentagon,11,#FFA500,60,-2,-2
10738,hexagon,7,#00FF00,18,5,-4
10739,hexagon,12,#FFFF00,47,-2,-2
10740,pentagon,14,#FF00FF,67,1,0
10741,hexagon,14,#FF0000,46,-2,-2
10742,triangle,6,#008000,5,2,-8
10743,pentagon,5,#00FF00,7,-2,-4
10744,pentagon,10,#FF00FF,11,-5,5
10745,circle,6,#800080,0,7,-10
10746,circle,14,#000000,0,-1,1
10747,triangle,14,#0000FF,83,1,1
10748,pentagon,5,#FFFF00,24,10,3
10749,triangle,6,#000000,22,-9,1
10750,hexagon,15,#FF0000,20,-1,0
10751,pentagon,9,#FFFF00,3,-1,6
10752,hexagon,10,#008000,15,-5,0
10753,circle,14,#FFA500,0,1,-2
10754,pentagon,10,#800080,8,0,3
10755,square,9,#800080,44,1,-1
10756,triangle,11,#800080,51,1,-1
10757,hexagon,10,#800080,54,5,-6
10758,pentagon,9,#00FFFF,11,-5,2
10759,circle,14,#FF0000,0,-1,1
10760,pentagon,7,#0000FF,41,-2,6
10761,triangle,9,#008000,105,4,1
10762,pentagon,13,#FFA500,21,-1,0
10763,circle,7,#000000,0,7,-8
10764,pentagon,11,#800080,43,-3,-2
10765,circle,6,#0000FF,0,-10,-10
10766,square,5,#008000,67,4,-4
10767,circle,8,#FFFF00,0,2,2
10768,square,6,#00FFFF,45,9,-6
10769,triangle,10,#00FFFF,79,4,3
10770,square,15,#FF00FF,3,0,-1
10771,pentagon,10,#008000,65,3,-2
10772,square,7,#FF00FF,65,-7,-6
10773,pentagon,5,#FF0000,48,-5,0
10774,hexagon,8,#00FFFF,29,-2,-4
10775,square,10,#FFA500,46,0,-2
10776,hexagon,14,#0000FF,0,1,1
10777,hexagon,10,#FF0000,9,-3,0
10778,triangle,15,#FF0000,62,0,-1
10779,triangle,6,#FF00FF,20,-10,-1
10780,triangle,13,#00FFFF,118,-1,1
10781,circle,13,#00FF00,0,-3,0
10782,triangle,10,#00FF00,100,3,-5
10783,pentagon,7,#000000,3,-3,-5
10784,triangle,13,#000000,6,0,2
10785,circle,11,#00FF00,0,-3,-3
10786,circle,15,#FF0000,0,0,-1
10787,triangle,6,#000000,46,0,3
10788,pentagon,12,#FF0000,22,1,-1
10789,hexagon,12,#FF0000,47,-4,-4
10790,circle,7,#FFA500,0,-3,-6
10791,circle,9,#FFFF00,0,2,0
10792,hexagon,10,#FFFF00,16,5,5
10793,hexagon,13,#FF00FF,26,-1,1
10794,pentagon,7,#800080,2,8,6
10795,hexagon,7,#FF0000,22,3,7
10796,triangle,10,#0000FF,92,-1,5
10797,circle,8,#0000FF,0,-1,-2
10798,triangle,6,#FFA500,18,-8,1
10799,circle,12,#FF0000,0,3,2
10800,hexagon,9,#800080,24,-5,3
10801,hexagon,8,#FFA500,51,-1,7
10802,square,14,#0000FF,83,-1,1
10803,triangle,5,#00FF00,68,-2,2
10804,square,6,#008000,87,-4,-9
10805,circle,6,#008000,0,-10,-3
10806,circle,8,#800080,0,-1,-5
10807,circle,8,#800080,0,-8,4
10808,triangle,15,#FF00FF,46,-1,-1
10809,circle,9,#00FFFF,0,5,-6
10810,triangle,12,#800080,54,1,-2
10811,square,5,#800080,86,6,-10
10812,square,11,#800080,47,1,-5
10813,square,12,#FF00FF,24,1,-3
10814,hexagon,11,#00FF00,16,-3,-5
10815,circle,7,#FF0000,0,2,6
10816,hexagon,6,#0000FF,15,9,7
10817,circle,13,#FF00FF,0,-2,-2
10818,pentagon,15,#00FFFF,53,-1,0
10819,triangle,10,#0000FF,19,3,-1
10820,circle,8,#FF00FF,0,7,7
10821,pentagon,12,#008000,37,-1,-4
10822,hexagon,10,#FF00FF,58,5,1
10823,pentagon,13,#FF00FF,71,2,-3
10824,square,14,#000000,31,-2,0
10825,circle,6,#FFA500,0,6,-5
10826,square,8,#800080,18,-1,-4
10827,square,12,#FF0000,42,-1,-1
10828,hexagon,15,#00FF00,51,0,0
10829,hexagon,11,#FF00FF,4,-1,2
10830,triangle,10,#0000FF,101,5,-6
10831,pentagon,12,#FF00FF,2,-1,0
10832,triangle,10,#008000,28,2,-5
10833,circle,6,#FF00FF,0,-9,4
10834,square,14,#FFA500,88,-2,0
10835,hexagon,15,#0000FF,1,-1,0
10836,circle,7,#FF00FF,0,-5,8
10837,square,7,#FF00FF,29,5,-7
10838,triangle,6,#00FFFF,75,2,5
10839,square,11,#00FF00,33,-5,0
10840,square,7,#00FFFF,73,-6,5
10841,circle,15,#800080,0,-1,-1
10842,circle,10,#008000,0,-3,-4
10843,pentagon,10,#00FFFF,32,-4,-6
10844,circle,15,#FFA500,0,0,0
10845,hexagon,10,#000000,29,-6,5
10846,circle,14,#0000FF,0,1,-2
10847,hexagon,12,#FFFF00,46,2,-4
10848,triangle,5,#00FF00,103,-11,-6
10849,square,11,#00FF00,89,2,4
10850,pentagon,13,#FFA500,42,0,2
10851,hexagon,15,#FF00FF,54,0,-1
10852,triangle,10,#FFFF00,24,-1,-4
10853,pentagon,13,#FF0000,6,-3,0
10854,circle,6,#FFA500,0,-2,4
10855,triangle,9,#FF0000,19,2,-6
10856,hexagon,14,#000000,3,1,-1
10857,hexagon,6,#FF00FF,3,-2,-7
10858,triangle,15,#00FFFF,61,-1,-1
10859,triangle,5,#FF00FF,104,2,-9
10860,pentagon,7,#000000,0,8,6
10861,pentagon,15,#FFFF00,49,-1,0
10862,hexagon,14,#000000,52,-2,-1
10863,triangle,5,#000000,60,-1,-11
10864,hexagon,5,#FF0000,3,0,10
10865,square,5,#800080,14,-1,1
10866,hexagon,8,#00FFFF,12,5,6
10867,pentagon,8,#0000FF,61,5,0
10868,triangle,15,#000000,100,-1,-1
10869,hexagon,5,#800080,0,-8,5
10870,circle,15,#00FF00,0,-1,-1
10871,square,9,#000000,24,4,-4
10872,square,7,#FF0000,46,5,0
10873,hexagon,8,#00FF00,25,-6,4
10874,square,11,#008000,2,-3,0
10875,circle,15,#FFFF00,0,0,-1
10876,circle,13,#000000,0,0,0
10877,circle,9,#00FFFF,0,-6,2
10878,pentagon,13,#FFA500,0,-1,-1
10879,pentagon,7,#00FF00,43,0,-3
10880,pentagon,5,#FF0000,33,-4,-1
10881,hexagon,5,#008000,53,-6,-2
10882,circle,11,#00FFFF,0,2,-2
10883,pentagon,7,#00FFFF,47,-8,5
10884,square,7,#00FFFF,47,-4,-9
10885,hexagon,11,#FFFF00,3,3,-4
10886,pentagon,12,#800080,67,3,2
10887,circle,11,#008000,0,-4,-2
10888,circle,5,#800080,0,2,-2
10889,hexagon,5,#0000FF,43,-7,7
10890,pentagon,7,#800080,21,-6,8
10891,square,12,#FF0000,58,3,3
10892,square,6,#008000,24,-5,0
10893,circle,10,#800080,0,0,-1
10894,pentagon,5,#00FFFF,25,-7,10
10895,hexagon,8,#000000,33,7,-6
10896,square,5,#00FF00,69,10,-7
10897,square,7,#800080,80,-9,-7
10898,hexagon,9,#0000FF,16,-4,3
10899,triangle,15,#FFA500,38,0,0
10900,triangle,8,#FF00FF,118,-6,-1
10901,circle,7,#FF0000,0,8,-1
10902,triangle,14,#008000,46,-2,-2
10903,triangle,9,#000000,99,-5,1
10904,circle,13,#008000,0,2,2
10905,square,10,#800080,49,0,4
10906,triangle,6,#FF0000,80,-2,-7
10907,triangle,10,#008000,8,-3,0
10908,pentagon,9,#FF00FF,69,-6,-2
10909,square,12,#FFA500,65,-3,2
10910,triangle,12,#FFA500,0,-3,-3
10911,pentagon,7,#FFA500,19,-1,0
10912,circle,10,#800080,0,2,-4
10913,square,8,#00FF00,33,-5,0
10914,triangle,10,#FFFF00,77,-6,0
10915,square,6,#0000FF,72,-3,-7
10916,square,13,#00FF00,18,0,1
10917,square,6,#008000,48,-10,7
10918,triangle,5,#000000,94,8,-10
10919,square,6,#008000,61,6,-9
10920,square,11,#FF0000,2,3,2
10921,hexagon,7,#0000FF,16,-4,-3
10922,pentagon,11,#800080,38,-3,-5
10923,triangle,7,#00FFFF,42,-9,-2
10924,pentagon,14,#000000,20,-2,0
10925,pentagon,11,#FFFF00,19,4,-5
10926,hexagon,13,#00FF00,23,-2,2
10927,square,5,#FF00FF,19,9,9
10928,pentagon,12,#FFFF00,28,2,2
10929,square,8,#800080,83,0,5
10930,square,12,#008000,54,3,-2
10931,triangle,12,#FFA500,45,2,2
10932,hexagon,15,#000000,27,-1,0
10933,pentagon,5,#FFFF00,17,-8,0
10934,triangle,6,#800080,80,-2,0
10935,hexagon,13,#0000FF,46,2,2
10936,hexagon,9,#FF00FF,4,-2,-1
10937,circle,7,#008000,0,6,-5
10938,pentagon,10,#00FF00,16,3,2
10939,triangle,13,#008000,42,1,-3
10940,triangle,9,#FFFF00,10,1,2
10941,circle,9,#FF0000,0,-2,-5
10942,square,12,#FF0000,11,2,-2
10943,square,13,#800080,62,1,-1
10944,square,10,#FF0000,32,5,-5
10945,pentagon,12,#00FF00,21,0,-2
10946,pentagon,11,#00FF00,62,-1,-4
10947,circle,11,#FFA500,0,2,3
10948,triangle,8,#FFA500,60,2,2
10949,hexagon,7,#800080,41,1,-6
10950,hexagon,8,#FFA500,30,-6,7
10951,pentagon,11,#00FF00,59,0,-4
10952,circle,15,#000000,0,0,0
10953,circle,7,#0000FF,0,-5,-9
10954,triangle,6,#FFA500,29,9,4
10955,circle,15,#000000,0,-1,0
10956,hexagon,11,#FFA500,23,-3,0
10957,square,10,#0000FF,58,-2,2
10958,hexagon,15,#00FF00,21,-1,0
10959,square,11,#008000,54,1,-1
10960,pentagon,5,#FF0000,64,-5,9
10961,hexagon,11,#FF0000,32,-2,-3
10962,hexagon,7,#00FF00,16,4,-8
10963,square,6,#FFA500,87,6,-3
10964,circle,6,#800080,0,-3,0
10965,square,12,#00FF00,25,-1,-1
10966,circle,9,#FFFF00,0,-7,4
10967,hexagon,6,#FFA500,31,-10,2
10968,hexagon,15,#FF0000,27,-1,-1
10969,triangle,5,#FFA500,29,-9,5
10970,circle,15,#FF0000,0,0,-1
10971,pentagon,7,#FF00FF,52,0,-9
10972,circle,14,#FFFF00,0,-1,0
10973,pentagon,7,#800080,1,6,3
10974,hexagon,8,#00FF00,43,0,2
10975,pentagon,14,#FF0000,3,0,0
10976,pentagon,7,#FFFF00,49,-2,1
10977,hexagon,11,#00FF00,4,-1,-4
10978,hexagon,5,#FFFF00,40,7,-6
10979,hexagon,10,#FF00FF,37,-2,0
10980,pentagon,14,#000000,65,-1,-2
10981,circle,5,#FF00FF,0,-3,-7
10982,square,13,#0000FF,81,2,1
10983,hexagon,8,#FFA500,0,-3,-5
10984,square,5,#FFA500,4,2,-7
10985,square,10,#00FFFF,44,-3,1
10986,square,14,#FFA500,34,0,-1
10987,square,8,#00FFFF,84,-6,-8
10988,hexagon,14,#00FF00,48,-1,1
10989,circle,14,#00FF00,0,1,-2
10990,hexagon,11,#000000,10,2,-5
10991,square,9,#FF0000,7,-2,-7
10992,square,14,#FFFF00,74,-2,-2
10993,triangle,10,#00FF00,87,-6,0
10994,square,9,#FFA500,25,6,-1
10995,hexagon,13,#008000,11,2,0
10996,square,8,#00FF00,71,5,-3
10997,triangle,5,#FFFF00,91,5,-1
10998,triangle,9,#0000FF,62,-7,-6
10999,pentagon,8,#FFA500,64,-4,-2
11000,triangle,6,#008000,87,-1,2
11001,triangle,15,#FF0000,86,0,-1
11002,pentagon,13,#0000FF,18,-2,1
11003,triangle,13,#FFFF00,116,-1,-3
11004,square,6,#FFA500,11,1,-7
11005,hexagon,11,#00FF00,42,-3,-1
11006,circle,8,#008000,0,2,-8
11007,circle,12,#000000,0,3,-4
11008,square,13,#00FFFF,19,2,-3
11009,circle,12,#00FF00,0,-4,-2
11010,circle,7,#FF00FF,0,-8,0
11011,pentagon,13,#000000,25,-1,2
11012,pentagon,9,#FF0000,59,6,-7
11013,hexagon,14,#00FFFF,49,-2,-1
11014,pentagon,5,#FF0000,39,-9,2
11015,triangle,6,#000000,24,2,-4
11016,square,10,#FF0000,48,1,5
11017,hexagon,12,#FFFF00,40,1,3
11018,pentagon,9,#FF00FF,48,4,6
11019,circle,8,#000000,0,2,-1
11020,circle,10,#FFFF00,0,0,-5
11021,square,11,#008000,45,-4,-4
11022,circle,6,#800080,0,-2,-10
11023,triangle,6,#000000,107,-8,-5
11024,square,14,#800080,75,-2,0
11025,pentagon,6,#FFFF00,27,1,-10
11026,pentagon,15,#FFFF00,40,-1,0
11027,square,11,#000000,18,2,-3
11028,hexagon,11,#008000,42,-3,-4
11029,circle,6,#FFA500,0,6,4
11030,hexagon,10,#00FF00,5,-5,0
11031,pentagon,14,#0000FF,56,-1,-1
11032,square,14,#00FFFF,2,0,-2
11033,circle,8,#0000FF,0,0,6
11034,square,10,#00FF00,13,-1,-3
11035,hexagon,8,#800080,31,3,0
11036,pentagon,5,#00FFFF,63,-9,8
11037,square,15,#FF00FF,33,0,0
11038,square,10,#FFA500,30,-6,1
11039,hexagon,14,#FFFF00,0,1,0
11040,triangle,8,#FFFF00,102,-8,-5
11041,circle,10,#800080,0,-3,-1
11042,square,10,#00FF00,11,0,5
11043,square,15,#FF00FF,41,0,0
11044,pentagon,7,#FFFF00,47,-8,-8
11045,square,8,#008000,54,-2,-8
11046,circle,9,#FFFF00,0,1,-7
11047,hexagon,8,#FF0000,34,2,-5
11048,square,6,#000000,66,2,-5
11049,square,10,#FF0000,47,-5,-4
11050,triangle,10,#FFA500,118,5,-1
11051,hexagon,8,#FFFF00,28,-2,-4
11052,square,14,#00FF00,59,-1,-1
11053,pentagon,7,#FFFF00,70,-1,-9
11054,hexagon,8,#800080,39,-1,-6
11055,square,8,#00FFFF,27,5,0
11056,hexagon,15,#FFA500,7,0,0
11057,circle,9,#00FFFF,0,-4,-6
11058,circle,6,#800080,0,-5,1
11059,hexagon,7,#FF00FF,54,-6,1
11060,triangle,11,#000000,28,-3,3
11061,pentagon,5,#FFA500,53,8,9
11062,circle,5,#00FFFF,0,1,-6
11063,circle,5,#FF00FF,0,-8,-1
11064,pentagon,10,#00FF00,5,0,-2
11065,square,13,#800080,85,2,-1
11066,square,8,#FF00FF,85,5,4
11067,pentagon,6,#FF0000,3,5,-7
11068,circle,10,#FF00FF,0,-2,-3
11069,circle,5,#00FFFF,0,-5,-10
11070,square,14,#000000,13,-2,0
11071,pentagon,11,#0000FF,25,-1,0
11072,square,7,#FF0000,55,5,8
11073,square,7,#FFA500,8,0,7
11074,circle,9,#00FFFF,0,3,0
11075,hexagon,14,#0000FF,13,-1,-2
11076,circle,8,#FF00FF,0,-8,4
11077,hexagon,7,#FFA500,11,2,0
11078,square,5,#FFA500,32,-6,7
11079,square,11,#FF00FF,9,0,-1
11080,pentagon,13,#0000FF,50,2,-1
11081,triangle,14,#FF0000,66,-2,1
11082,circle,11,#FF00FF,0,4,-4
11083,square,8,#000000,41,-8,0
11084,pentagon,8,#0000FF,2,6,7
11085,hexagon,11,#FF00FF,24,4,-3
11086,circle,6,#00FF00,0,-3,-3
11087,pentagon,6,#800080,65,9,9
11088,pentagon,15,#00FFFF,52,-1,-1
11089,triangle,8,#008000,111,7,-6
11090,square,10,#800080,4,0,3
11091,triangle,14,#00FF00,16,0,-2
11092,square,11,#FFA500,79,-5,-5
11093,circle,12,#FFFF00,0,0,1
11094,square,6,#800080,9,-7,3
11095,pentagon,10,#008000,38,5,1
11096,square,9,#008000,52,-6,2
11097,hexagon,14,#FFA500,47,1,0
11098,hexagon,5,#800080,55,5,1
11099,triangle,13,#FFFF00,82,-3,-1
11100,triangle,9,#FF0000,111,3,2
11101,triangle,10,#00FF00,19,-4,-2
11102,square,12,#FFA500,35,3,2
11103,pentagon,9,#FFA500,3,1,0
11104,square,6,#FFFF00,70,5,-9
11105,pentagon,5,#00FF00,36,4,6
11106,square,7,#00FFFF,54,6,-5
11107,circle,9,#008000,0,-4,-6
11108,circle,12,#008000,0,-2,1
11109,hexagon,14,#00FF00,23,1,1
11110,square,5,#000000,58,-9,10
11111,pentagon,10,#0000FF,44,4,5
11112,hexagon,5,#FFA500,26,-2,-10
11113,circle,13,#800080,0,-3,-1
11114,circle,10,#00FFFF,0,0,-2
11115,triangle,8,#FFA500,105,7,1
11116,hexagon,10,#0000FF,16,0,-1
11117,triangle,15,#FF00FF,16,0,-1
11118,square,5,#FFA500,7,-5,-8
11119,circle,5,#FF00FF,0,-8,-4
11120,circle,13,#FFA500,0,0,2
11121,hexagon,12,#00FF00,51,-1,0
11122,pentagon,5,#FFA500,62,2,9
11123,pentagon,11,#000000,5,4,-2
11124,circle,15,#0000FF,0,0,0
11125,circle,6,#FF0000,0,-6,7
11126,hexagon,10,#FF00FF,20,4,0
11127,square,5,#00FFFF,36,-11,10
11128,hexagon,10,#008000,48,-5,0
11129,triangle,13,#800080,15,0,0
11130,square,8,#00FF00,81,-2,-2
11131,pentagon,10,#000000,33,2,-4
11132,pentagon,12,#000000,9,-2,-1
11133,circle,15,#FF00FF,0,0,0
11134,circle,9,#0000FF,0,4,3
11135,pentagon,15,#800080,29,-1,-1
11136,hexagon,9,#008000,32,0,6
11137,pentagon,15,#008000,42,0,-1
11138,pentagon,14,#FFFF00,44,1,0
11139,triangle,10,#800080,105,0,-4
11140,circle,9,#00FFFF,0,6,2
11141,hexagon,9,#FF0000,46,-3,6
11142,triangle,15,#008000,110,-1,-1
11143,hexagon,15,#000000,0,0,-1
11144,triangle,6,#000000,80,-9,-2
11145,circle,7,#FFA500,0,-7,-1
11146,circle,9,#FF0000,0,0,5
11147,pentagon,6,#00FF00,43,-1,-7
11148,triangle,11,#008000,77,1,3
11149,square,14,#FFFF00,70,-1,0
11150,triangle,12,#800080,107,-3,0
11151,pentagon,13,#FFA500,60,-1,2
11152,circle,12,#FFA500,0,-1,-2
11153,triangle,5,#FFA500,112,-8,-3
11154,hexagon,12,#000000,31,3,-1
11155,pentagon,10,#FFFF00,50,-3,4
11156,pentagon,8,#00FFFF,29,-1,7
11157,triangle,15,#FFA500,52,0,-1
11158,square,10,#FFFF00,35,4,-2
11159,triangle,5,#FFA500,35,-11,-3
11160,hexagon,12,#FFFF00,10,1,-2
11161,triangle,9,#FFFF00,23,-4,5
11162,triangle,14,#FFFF00,87,-1,0
11163,triangle,5,#008000,111,-3,3
11164,square,7,#FF0000,29,3,5
11165,square,15,#00FFFF,18,-1,0
11166,square,10,#FF00FF,54,-2,3
11167,pentagon,7,#008000,12,5,-5
11168,triangle,7,#FFA500,61,8,3
11169,square,5,#0000FF,73,-5,-2
11170,hexagon,14,#FF00FF,49,0,-2
11171,square,8,#0000FF,12,-8,-7
11172,triangle,13,#FFFF00,113,2,-1
11173,hexagon,13,#0000FF,35,1,2
11174,square,12,#00FF00,13,3,1
11175,triangle,10,#FF00FF,95,1,-5
11176,hexagon,13,#00FFFF,6,-2,-1
11177,hexagon,10,#00FF00,30,5,-1
11178,circle,9,#FF0000,0,3,2
11179,hexagon,12,#00FFFF,53,0,-3
11180,hexagon,7,#800080,37,4,8
11181,triangle,6,#FFA500,29,6,-10
11182,circle,11,#00FF00,0,-5,-5
11183,pentagon,13,#800080,66,-2,2
11184,hexagon,15,#800080,42,0,0
11185,triangle,14,#800080,96,0,1
11186,pentagon,13,#FFA500,8,-3,0
11187,triangle,5,#FF00FF,114,0,-2
11188,pentagon,15,#000000,13,0,0
11189,square,14,#FFFF00,21,-2,-2
11190,pentagon,9,#FFA500,67,-3,-6
11191,triangle,5,#008000,48,7,-10
11192,square,10,#00FFFF,47,-2,-2
11193,triangle,13,#00FFFF,85,-2,0
11194,hexagon,11,#FFFF00,10,0,-2
11195,circle,7,#FF0000,0,-3,4
11196,circle,9,#0000FF,0,1,-6
11197,pentagon,15,#FFA500,62,0,0
11198,triangle,10,#FFFF00,20,-3,-1
11199,triangle,10,#800080,72,-5,-1
11200,triangle,5,#00FFFF,102,-2,-2
11201,circle,5,#800080,0,4,8
11202,triangle,7,#800080,81,2,0
11203,square,5,#000000,3,7,-9
11204,triangle,10,#800080,8,2,1
11205,circle,8,#000000,0,2,-5
11206,square,10,#00FFFF,32,-6,-3
11207,triangle,15,#FFFF00,35,-1,0
11208,square,6,#800080,51,-8,2
11209,pentagon,9,#00FF00,41,1,-3
11210,circle,9,#008000,0,-7,-4
11211,triangle,6,#FF00FF,53,0,-6
11212,circle,9,#FFA500,0,-3,-6
11213,circle,8,#0000FF,0,-4,7
11214,hexagon,12,#FF00FF,13,-4,2
11215,hexagon,11,#00FFFF,52,4,3
11216,triangle,6,#800080,99,8,8
11217,triangle,7,#0000FF,54,7,3
11218,square,15,#0000FF,42,-1,-1
11219,hexagon,13,#800080,19,-2,-2
11220,pentagon,11,#FF0000,68,-3,3
11221,triangle,8,#000000,20,-7,-8
11222,pentagon,5,#00FFFF,35,-3,-2
11223,pentagon,7,#FF00FF,36,-5,8
11224,circle,8,#00FF00,0,3,4
11225,circle,8,#000000,0,0,3
11226,pentagon,9,#FF00FF,49,-5,-2
11227,triangle,11,#000000,46,-1,-5
11228,triangle,7,#FFA500,76,7,6
11229,circle,14,#FF0000,0,-1,1
11230,pentagon,12,#008000,10,2,0
11231,circle,7,#FFA500,0,1,-5
11232,triangle,7,#FF0000,25,4,8
11233,hexagon,14,#0000FF,32,-2,0
11234,triangle,15,#FF00FF,4,0,-1
11235,hexagon,7,#FFFF00,58,1,-4
11236,hexagon,15,#FFFF00,52,0,-1
11237,circle,13,#800080,0,-3,1
11238,square,5,#FF0000,18,7,-3
11239,hexagon,5,#FFFF00,37,-1,0
11240,pentagon,6,#00FFFF,58,9,0
11241,circle,12,#FFA500,0,-3,2
11242,triangle,14,#FFA500,94,-2,-1
11243,square,7,#800080,70,2,-4
11244,square,9,#000000,71,-7,-5
11245,triangle,5,#00FFFF,109,4,-4
11246,square,10,#0000FF,60,3,-4
11247,square,5,#FF00FF,63,-3,8
11248,hexagon,13,#FF00FF,42,-2,2
11249,square,14,#FF0000,9,1,-1
11250,pentagon,11,#800080,64,4,4
11251,triangle,12,#000000,103,-2,-3
11252,hexagon,5,#FF00FF,45,-6,1
11253,pentagon,8,#FFA500,30,2,0
11254,square,6,#FFA500,42,1,-4
11255,circle,14,#00FF00,0,-2,-2
11256,circle,12,#00FFFF,0,0,3
11257,triangle,7,#FF0000,108,-6,8
11258,triangle,10,#008000,36,5,-5
11259,circle,11,#008000,0,-3,-1
11260,pentagon,13,#000000,65,1,-1
11261,circle,11,#FF00FF,0,4,4
11262,square,10,#00FF00,15,-5,1
11263,square,6,#00FF00,21,0,-1
11264,triangle,13,#00FFFF,71,-1,1
11265,pentagon,7,#FF00FF,40,-4,7
11266,hexagon,10,#008000,6,-1,-5
11267,triangle,6,#000000,80,-5,-10
11268,circle,10,#00FFFF,0,2,0
11269,square,6,#008000,84,9,5
11270,triangle,12,#FFFF00,49,-1,3
11271,pentagon,11,#FF0000,62,-3,1
11272,circle,5,#000000,0,-2,-3
11273,hexagon,11,#FFA500,36,-1,0
11274,circle,9,#800080,0,5,5
